timestamp,url,user_agent
2018-03-01T00:00:00,https://myawesomesite.com/ex-voluptates,Mozilla/5.0 (X11; Linux i686; rv:1.9.5.20) Gecko/2013-11-20 00:04:07 Firefox/4.0
2018-03-01T00:00:22,http://www.myawesomesite.com/quia-facere-eveniet,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_6_6 rv:5.0; fo-FO) AppleWebKit/533.23.6 (KHTML, like Gecko) Version/5.0.5 Safari/533.23.6"
2018-03-01T00:01:02,http://www.myawesomesite.com/maiores-eligendi,Mozilla/5.0 (Windows 98; ik-CA; rv:1.9.1.20) Gecko/2015-04-22 00:15:35 Firefox/7.0
2018-03-01T00:01:36,http://www.myawesomesite.com/reprehenderit-ipsum,Opera/9.52.(Windows NT 5.0; or-IN) Presto/2.9.185 Version/11.00
2018-03-01T00:01:59,http://www.myawesomesite.com/ab-aliquid-earum,"Mozilla/5.0 (Windows; U; Windows NT 5.0) AppleWebKit/531.37.3 (KHTML, like Gecko) Version/4.0 Safari/531.37.3"
2018-03-01T00:02:46,https://myawesomesite.com/maxime-nulla,Mozilla/5.0 (compatible; MSIE 5.0; Windows NT 6.0; Trident/5.1)
2018-03-01T00:03:22,http://www.myawesomesite.com/asperiores-labore,Opera/8.35.(X11; Linux x86_64; ln-CD) Presto/2.9.174 Version/12.00
2018-03-01T00:04:09,https://myawesomesite.com/laudantium,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_5_4 rv:5.0; mag-IN) AppleWebKit/533.46.4 (KHTML, like Gecko) Version/5.0.1 Safari/533.46.4"
2018-03-01T00:04:51,http://www.myawesomesite.com/iusto-iusto-iure,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; fur-IT) AppleWebKit/535.48.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6535.48.7"
2018-03-01T00:05:35,http://www.myawesomesite.com/reiciendis-vel,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 4.0; Trident/4.1)
2018-03-01T00:06:10,https://myawesomesite.com/perspiciatis,Opera/9.65.(X11; Linux x86_64; ru-RU) Presto/2.9.181 Version/11.00
2018-03-01T00:06:44,http://www.myawesomesite.com/adipisci-inventore,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.5.20) Gecko/2017-12-01 10:44:42 Firefox/3.8
2018-03-01T00:07:21,http://www.myawesomesite.com/maxime-adipisci,Opera/8.70.(Windows 95; et-EE) Presto/2.9.162 Version/10.00
2018-03-01T00:07:58,http://www.myawesomesite.com/recusandae-totam,Opera/9.55.(X11; Linux i686; wo-SN) Presto/2.9.167 Version/10.00
2018-03-01T00:08:19,http://www.myawesomesite.com/aut-nobis-suscipit,Opera/8.37.(Windows NT 5.01; my-MM) Presto/2.9.182 Version/10.00
2018-03-01T00:08:57,http://www.myawesomesite.com/harum-ratione-esse,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2011-03-15 19:10:50 Firefox/9.0
2018-03-01T00:09:19,https://myawesomesite.com/eveniet-est,Mozilla/5.0 (Windows NT 6.0; th-TH; rv:1.9.1.20) Gecko/2012-03-29 15:39:14 Firefox/3.6.19
2018-03-01T00:09:51,http://www.myawesomesite.com/incidunt-voluptas,"Mozilla/5.0 (Windows; U; Windows NT 5.2) AppleWebKit/534.6.3 (KHTML, like Gecko) Version/5.1 Safari/534.6.3"
2018-03-01T00:10:26,http://www.myawesomesite.com/eius-ullam-corrupti,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_2) AppleWebKit/5320 (KHTML, like Gecko) Chrome/15.0.855.0 Safari/5320"
2018-03-01T00:10:52,http://www.myawesomesite.com/suscipit-voluptate,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/5322 (KHTML, like Gecko) Chrome/14.0.811.0 Safari/5322"
2018-03-01T00:11:33,https://myawesomesite.com/ea-illum-id,Opera/8.61.(X11; Linux i686; szl-PL) Presto/2.9.165 Version/12.00
2018-03-01T00:11:58,http://www.myawesomesite.com/sint-reprehenderit,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; af-ZA) AppleWebKit/533.39.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6533.39.7"
2018-03-01T00:12:40,http://www.myawesomesite.com/quis-sint-nulla,Opera/8.10.(Windows NT 6.0; ky-KG) Presto/2.9.186 Version/11.00
2018-03-01T00:13:12,http://www.myawesomesite.com/asperiores-ullam,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/3.0)
2018-03-01T00:14:02,http://www.myawesomesite.com/pariatur-quae-quam,Opera/9.74.(Windows NT 5.01; da-DK) Presto/2.9.181 Version/10.00
2018-03-01T00:14:31,http://www.myawesomesite.com/soluta-perspiciatis,Mozilla/5.0 (Windows 98; Win 9x 4.90; is-IS; rv:1.9.0.20) Gecko/2011-09-03 04:20:59 Firefox/3.8
2018-03-01T00:15:15,http://www.myawesomesite.com/ad-adipisci-ipsam,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/5.1)
2018-03-01T00:15:43,https://myawesomesite.com/quaerat-sunt,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2014-11-18 09:08:52 Firefox/5.0
2018-03-01T00:16:24,http://www.myawesomesite.com/deleniti-in-libero,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_3 rv:3.0; ln-CD) AppleWebKit/532.7.6 (KHTML, like Gecko) Version/5.0 Safari/532.7.6"
2018-03-01T00:16:54,http://www.myawesomesite.com/voluptatibus-a,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/535.39.3 (KHTML, like Gecko) Version/5.0.4 Safari/535.39.3"
2018-03-01T00:17:16,http://www.myawesomesite.com/debitis-accusantium,Opera/9.42.(Windows NT 5.01; bem-ZM) Presto/2.9.190 Version/12.00
2018-03-01T00:18:06,https://myawesomesite.com/tempore-sunt,Opera/8.87.(X11; Linux x86_64; aa-DJ) Presto/2.9.174 Version/12.00
2018-03-01T00:18:55,https://myawesomesite.com/aliquam-dicta,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_5 rv:6.0; ur-IN) AppleWebKit/532.38.4 (KHTML, like Gecko) Version/5.1 Safari/532.38.4"
2018-03-01T00:19:34,http://www.myawesomesite.com/est-minus-aliquam,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_9; rv:1.9.3.20) Gecko/2013-11-25 01:31:12 Firefox/3.8
2018-03-01T00:20:22,http://www.myawesomesite.com/ipsam-recusandae,Mozilla/5.0 (Windows 98; tig-ER; rv:1.9.2.20) Gecko/2013-06-29 23:04:09 Firefox/6.0
2018-03-01T00:20:54,https://myawesomesite.com/magni-aperiam,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_2 like Mac OS X; lo-LA) AppleWebKit/534.1.7 (KHTML, like Gecko) Version/4.0.5 Mobile/8B117 Safari/6534.1.7"
2018-03-01T00:21:32,http://www.myawesomesite.com/consequatur-quod,Opera/9.10.(X11; Linux i686; fr-CA) Presto/2.9.172 Version/12.00
2018-03-01T00:22:20,http://www.myawesomesite.com/ex-inventore-dolor,Opera/9.98.(Windows NT 5.01; wo-SN) Presto/2.9.167 Version/10.00
2018-03-01T00:22:58,https://myawesomesite.com/ab-excepturi,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.0; Trident/4.1)
2018-03-01T00:23:46,http://www.myawesomesite.com/iste-maiores-odit,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_0; rv:1.9.2.20) Gecko/2012-06-10 18:04:08 Firefox/14.0
2018-03-01T00:24:33,http://www.myawesomesite.com/consectetur-fuga-ab,Mozilla/5.0 (Windows 98; ug-CN; rv:1.9.2.20) Gecko/2017-11-28 09:13:31 Firefox/3.6.12
2018-03-01T00:25:01,http://www.myawesomesite.com/maiores-tenetur,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_5) AppleWebKit/5352 (KHTML, like Gecko) Chrome/15.0.828.0 Safari/5352"
2018-03-01T00:25:21,http://www.myawesomesite.com/corporis-autem,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_0; rv:1.9.5.20) Gecko/2012-09-13 13:52:38 Firefox/12.0
2018-03-01T00:25:58,https://myawesomesite.com/quisquam-quas,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_5_8) AppleWebKit/5321 (KHTML, like Gecko) Chrome/14.0.821.0 Safari/5321"
2018-03-01T00:26:38,https://myawesomesite.com/nostrum,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.0)
2018-03-01T00:27:05,http://www.myawesomesite.com/recusandae-tempora,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_4) AppleWebKit/5360 (KHTML, like Gecko) Chrome/15.0.873.0 Safari/5360"
2018-03-01T00:27:27,http://www.myawesomesite.com/itaque-laudantium,"Mozilla/5.0 (Windows NT 6.2) AppleWebKit/5342 (KHTML, like Gecko) Chrome/14.0.804.0 Safari/5342"
