timestamp,url,user_agent
2018-03-01T00:00:00,http://www.myawesomesite.com/error-et-autem,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_7 rv:2.0; ca-AD) AppleWebKit/535.8.5 (KHTML, like Gecko) Version/5.0.4 Safari/535.8.5"
2018-03-01T00:00:21,http://www.myawesomesite.com/possimus-magni-nisi,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_6_9 rv:4.0; tn-ZA) AppleWebKit/533.17.2 (KHTML, like Gecko) Version/5.0 Safari/533.17.2"
2018-03-01T00:01:10,https://myawesomesite.com/at-architecto,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/3.1)
2018-03-01T00:01:50,https://myawesomesite.com/beatae-dolor,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; tt-RU) AppleWebKit/533.38.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B116 Safari/6533.38.1"
2018-03-01T00:02:28,http://www.myawesomesite.com/accusantium-iste,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.2; Trident/4.0)
2018-03-01T00:02:48,http://www.myawesomesite.com/quisquam-magni,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; ht-HT) AppleWebKit/534.12.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.12.2"
2018-03-01T00:03:22,http://www.myawesomesite.com/nihil-velit-tempora,"Mozilla/5.0 (Windows; U; Windows 98; Win 9x 4.90) AppleWebKit/535.16.2 (KHTML, like Gecko) Version/5.0.3 Safari/535.16.2"
2018-03-01T00:03:45,http://www.myawesomesite.com/dolorum-soluta,Opera/8.54.(Windows NT 5.2; mai-IN) Presto/2.9.169 Version/12.00
2018-03-01T00:04:17,https://myawesomesite.com/minus-natus,Mozilla/5.0 (Windows 98; Win 9x 4.90; ms-MY; rv:1.9.0.20) Gecko/2010-08-26 10:14:09 Firefox/3.8
2018-03-01T00:04:40,http://www.myawesomesite.com/expedita-fuga-quasi,Opera/9.28.(X11; Linux i686; or-IN) Presto/2.9.165 Version/11.00
